418:30,S,'42',28@1:20,417
417:30,S,'42',28@1;28,S,27,24@1:27,416
371:40,D,40,40@0.093;40,T,35,40@0.4:365,370
370:40,T,35,40@0.4;40,T,'62',40@0.63:62_cluster_SspCNQ329.cluster001|200519|1052-1358|8378|62_cluster_SspCNQ329.cluster001-3214-Item16-E_0,369
369:40,T,'62',40@0.63;40,S,'33','58'@1:33_cluster_SspCNQ509|646e66|1051-1357|4388|33_cluster_SspCNQ509-1692-Item17-E_0,58_cluster_WAC06738cluster004|9587f7|1037-1343|7849|58_cluster_WAC06738cluster004-3021-Item14-E_0
365:40,T,35,40@0.4;35,S,'65',33@0.89:65_cluster_SspCNT371.cluster001|19b0b6|1051-1357|8776|65_cluster_SspCNT371.cluster001-3382-Item17-E_0,364
364:35,S,'65',33@0.89;33,T,'63',33@0.89:63_cluster_SspCNQ525.cluster001|a42d5d|1051-1357|8475|63_cluster_SspCNQ525.cluster001-3270-Item17-E_0,363
363:33,T,'63',33@0.89;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|e38985|1051-1357|8679|64_cluster_SspCNQ865.cluster001-3326-Item17-E_0,66_cluster_SspCNY243.cluster001|ca1de8|1065-1371|8935|66_cluster_SspCNY243.cluster001-3436-Item17-E_0
358:41,S,37,40@0.6;37,S,35,'63'@0.37:338,357
357:37,S,35,'63'@0.37;'63',T,'63',40@0.2:345,356
356:'63',T,'63',40@0.2;40,T,40,'62'@0.54:352,355
355:40,T,40,'62'@0.54;'62',D,'62','62'@1:62_cluster_SspCNQ329.cluster001|f73c1e|2579-2887|8314|62_cluster_SspCNQ329.cluster001-3216-Item29-E_0,62_cluster_SspCNQ329.cluster001|d9cd3f|1041-1347|8387|62_cluster_SspCNQ329.cluster001-3215-Item20-E_0
352:40,T,40,'62'@0.54;40,D,40,40@1:348,351
351:40,D,40,40@1;40,S,'58','33'@1:58_cluster_WAC06738cluster004|bcc467|1035-1342|7858|58_cluster_WAC06738cluster004-3022-Item18-E_0,33_cluster_SspCNQ509|68d264|1041-1348|4397|33_cluster_SspCNQ509-1693-Item21-E_0
348:40,D,40,40@1;40,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|2581-2889|4418|33_cluster_SspCNQ509-1694-Item31-E_0,58_cluster_WAC06738cluster004|d9a549|2572-2879|7879|58_cluster_WAC06738cluster004-3023-Item28-E_0
345:'63',T,'63',40@0.2;'63',T,'65','63'@0.4:65_cluster_SspCNT371.cluster001|f326c5|2575-2882|8806|65_cluster_SspCNT371.cluster001-3384-Item31-E_0,344
344:'63',T,'65','63'@0.4;'63',T,'63',33@0.4:63_cluster_SspCNQ525.cluster001|4ed3e5|2575-2882|8505|63_cluster_SspCNQ525.cluster001-3272-Item31-E_0,343
343:'63',T,'63',33@0.4;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|180773|2574-2881|8614|64_cluster_SspCNQ865.cluster001-3328-Item31-E_0,66_cluster_SspCNY243.cluster001|731b10|2583-2890|8965|66_cluster_SspCNY243.cluster001-3438-Item31-E_0
338:37,S,35,'63'@0.37;35,S,'65',33@0.57:65_cluster_SspCNT371.cluster001|830555|1039-1346|8785|65_cluster_SspCNT371.cluster001-3383-Item21-E_0,337
337:35,S,'65',33@0.57;33,T,'63',33@0.57:63_cluster_SspCNQ525.cluster001|a73d35|1039-1346|8484|63_cluster_SspCNQ525.cluster001-3271-Item21-E_0,336
336:33,T,'63',33@0.57;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|1b0239|1039-1346|8688|64_cluster_SspCNQ865.cluster001-3327-Item21-E_0,66_cluster_SspCNY243.cluster001|3b57c3|1036-1343|8944|66_cluster_SspCNY243.cluster001-3437-Item21-E_0
331:'62',T,'62',41@0.4;'62',T,'62',41@0.3:62_cluster_SspCNQ329.cluster001|f73c1e|4107-4414|8322|62_cluster_SspCNQ329.cluster001-3216-Item33-E_0,330
330:'62',T,'62',41@0.3;41,S,40,37@0.4:322,329
329:41,S,40,37@0.4;37,S,35,'63'@0.2:65_cluster_SspCNT371.cluster001|f326c5|4103-4411|8814|65_cluster_SspCNT371.cluster001-3384-Item35-E_0,328
328:37,S,35,'63'@0.2;'63',T,'63',33@0.2:63_cluster_SspCNQ525.cluster001|4ed3e5|4109-4417|8513|63_cluster_SspCNQ525.cluster001-3272-Item35-E_0,327
327:'63',T,'63',33@0.2;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|180773|4105-4413|8622|64_cluster_SspCNQ865.cluster001-3328-Item35-E_0,66_cluster_SspCNY243.cluster001|731b10|4114-4422|8973|66_cluster_SspCNY243.cluster001-3438-Item35-E_0
65_cluster_SspCNT371.cluster001|f326c5|4103-4411|8814|65_cluster_SspCNT371.cluster001-3384-Item35-E_0:37,S,35,'63'@0.2;35,SL,33,'65'@0.2
322:41,S,40,37@0.4;40,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|4110-4418|4426|33_cluster_SspCNQ509-1694-Item35-E_0,58_cluster_WAC06738cluster004|d9a549|4101-4409|7887|58_cluster_WAC06738cluster004-3023-Item32-E_0
318:43,S,41,'62'@0.4;41,S,37,40@0.4:312,317
317:41,S,37,40@0.4;40,T,'62',40@0.4:62_cluster_SspCNQ329.cluster001|288edd|2881-3189|8367|62_cluster_SspCNQ329.cluster001-3213-Item11-E_0,316
316:40,T,'62',40@0.4;40,S,'33','58'@1:33_cluster_SspCNQ509|c57782|2741-3050|4375|33_cluster_SspCNQ509-1691-Item11-E_0,58_cluster_WAC06738cluster004|1bd006|2744-3053|7839|58_cluster_WAC06738cluster004-3020-Item9-E_0
312:41,S,37,40@0.4;37,S,35,'63'@0.2:65_cluster_SspCNT371.cluster001|e00a01|2877-3186|8763|65_cluster_SspCNT371.cluster001-3381-Item11-E_0,311
311:37,S,35,'63'@0.2;'63',T,'63',33@0.2:63_cluster_SspCNQ525.cluster001|47a90b|2874-3183|8462|63_cluster_SspCNQ525.cluster001-3269-Item11-E_0,310
310:'63',T,'63',33@0.2;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|1efe89|2877-3186|8666|64_cluster_SspCNQ865.cluster001-3325-Item11-E_0,66_cluster_SspCNY243.cluster001|26108b|2823-3132|8922|66_cluster_SspCNY243.cluster001-3435-Item11-E_0
65_cluster_SspCNT371.cluster001|e00a01|2877-3186|8763|65_cluster_SspCNT371.cluster001-3381-Item11-E_0:37,S,35,'63'@0.2;35,SL,33,'65'@0.2
305:22,T,22,43@1;22,S,21,14@1:295,304
304:22,S,21,14@1;14,SL,12,'13'@1;'13',T,'13',17@1:13_cluster_AspOK074cluster1|4c3536|1797-2102|1784|13_cluster_AspOK074cluster1-687-Item12-E_0,303
303:'13',T,'13',17@1;17,S,'35','50'@1:35_cluster_SspNRRLS1521-2|d6ff19|659-964|4615|35_cluster_SspNRRLS1521-1-1757-Item3-E_0,302
302:17,S,'35','50'@1;'50',T,'50',20@1:50_cluster_WAC01529|abd45d|3239-3561|6666|50_cluster_WAC01529-2565-Item12-E_0,301
301:'50',T,'50',20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|4213-4520|4096|31_cluster_SluteocolorNRBC13826-1608-Item16-E_0,32_cluster_Ssilaceus-1|7cf6a6|4213-4520|4211|32_cluster_Ssilaceus-1-1651-Item16-E_0
295:22,S,21,14@1;21,D,21,21@1:267,294
294:21,D,21,21@1;21,S,17,20@0.8:288,293
293:21,S,17,20@0.8;20,T,'35',20@0.8:35_cluster_SspNRRLS1521-3|3cb15a|0-281|4663|35_cluster_SspNRRLS1521-1-1759-Item1-E_0,292
292:20,T,'35',20@0.8;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|1045-1346|4117|31_cluster_SluteocolorNRBC13826-1610-Item26-E_0,32_cluster_Ssilaceus-2|cb43ed|1045-1346|4248|32_cluster_Ssilaceus-1-1654-Item9-E_0
288:21,S,17,20@0.8;17,S,'50','35'@0.2:278,287
287:17,S,'50','35'@0.2;'35',T,'50','35'@0.2:50_cluster_WAC01529|9b5162|1069-1373|6688|50_cluster_WAC01529-2567-Item22-E_0,286
286:'35',T,'50','35'@0.2;'35',T,20,'35'@1:282,285
285:'35',T,20,'35'@1;'35',T,'35','50'@1:35_cluster_SspNRRLS1521-3|3cb15a|1539-1842|4671|35_cluster_SspNRRLS1521-1-1759-Item5-E_0,50_cluster_WAC01529|9b5162|2634-2935|6696|50_cluster_WAC01529-2567-Item26-E_0
282:'35',T,20,'35'@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|2596-2898|4125|31_cluster_SluteocolorNRBC13826-1610-Item30-E_0,32_cluster_Ssilaceus-2|cb43ed|2596-2898|4256|32_cluster_Ssilaceus-1-1654-Item13-E_0
278:17,S,'50','35'@0.2;'50',T,'50','13'@0.2:272,277
277:'50',T,'50','13'@0.2;'13',D,'13','13'@1:13_cluster_AspOK074cluster1|ff28ca|1049-1356|1714|13_cluster_AspOK074cluster1-690-Item21-E_0,276
276:'13',D,'13','13'@1;'13',D,'13','13'@1:13_cluster_AspOK074cluster1|c390a6|436-716|1703|13_cluster_AspOK074cluster1-689-Item16-E_0,13_cluster_AspOK074cluster1|ff28ca|2601-2903|1722|13_cluster_AspOK074cluster1-690-Item25-E_0
272:'50',T,'50','13'@0.2;'50',T,'50',20@0.4:50_cluster_WAC01529|876399|1057-1356|6675|50_cluster_WAC01529-2566-Item16-E_0,271
271:'50',T,'50',20@0.4;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|a43e36|1037-1341|4104|31_cluster_SluteocolorNRBC13826-1609-Item20-E_0,32_cluster_Ssilaceus-2|ed2ead|603-907|4235|32_cluster_Ssilaceus-1-1653-Item3-E_0
267:21,D,21,21@1;21,S,20,17@1:261,266
266:21,S,20,17@1;17,T,'13',17@1:13_cluster_AspOK074cluster1|ff28ca|4172-4470|1730|13_cluster_AspOK074cluster1-690-Item29-E_0,265
265:17,T,'13',17@1;17,S,'35','50'@1:35_cluster_SspNRRLS1521-3|3cb15a|3074-3380|4679|35_cluster_SspNRRLS1521-1-1759-Item9-E_0,50_cluster_WAC01529|9b5162|4189-4504|6704|50_cluster_WAC01529-2567-Item30-E_0
261:21,S,20,17@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|4141-4448|4133|31_cluster_SluteocolorNRBC13826-1610-Item34-E_0,32_cluster_Ssilaceus-3|07c96a|527-834|4292|32_cluster_Ssilaceus-1-1655-Item3-E_0
258:22,T,'42',22@1;'42',T,'70','42'@1:70_cluster_TLI55.cluster001|1dcea7|2700-3284|9676|70_cluster_TLI55.cluster001-3658-Item8-E_0,257
257:'42',T,'70','42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|19b4d7|1073-1379|5451|42_cluster_WAC00631-2041-Item13-E_0,42_cluster_WAC00631|c8684d|2599-2906|5472|42_cluster_WAC00631-2042-Item23-E_0
253:22,T,'42',22@1;'42',D,'42','42'@1:42_cluster_WAC00631|c8684d|1052-1370|5464|42_cluster_WAC00631-2042-Item19-E_0,42_cluster_WAC00631|c8684d|4143-4451|5480|42_cluster_WAC00631-2042-Item27-E_0
250:24,S,'47',22@1;'47',T,106,'47'@0.93:154,249
249:'47',T,106,'47'@0.93;'47',T,'71','47'@0.0062:71_cluster_Kistamicin|011102|1072-1353|9854|71_cluster_Kistamicin-3711-Item9-E_0,248
248:'47',T,'71','47'@0.0062;'47',T,'47','71'@0.0062:244,247
247:'47',T,'47','71'@0.0062;'71',D,'71','71'@1:71_cluster_Kistamicin|8e9844|2070-2373|9803|71_cluster_Kistamicin-3712-Item17-E_0,71_cluster_Kistamicin|492fcd|1210-1505|9845|71_cluster_Kistamicin-3710-Item5-E_0
244:'47',T,'47','71'@0.0062;'47',T,'47',58@0.0031:214,243
243:'47',T,'47',58@0.0031;58,T,58,'13'@0.033:231,242
242:58,T,58,'13'@0.033;'13',T,'70','13'@0.065:70_cluster_TLI55.cluster001|1dcea7|1051-1525|9668|70_cluster_TLI55.cluster001-3658-Item4-E_0,241
241:'13',T,'70','13'@0.065;'13',T,'35','13'@0.13:35_cluster_SspNRRLS1521-3|4d8679|1050-1362|4649|35_cluster_SspNRRLS1521-1-1760-Item14-E_0,240
240:'13',T,'35','13'@0.13;'13',T,'50','13'@0.25:50_cluster_WAC01529|b2e10b|1059-1371|6715|50_cluster_WAC01529-2568-Item35-E_0,239
239:'13',T,'50','13'@0.25;'13',T,'13',20@0.5:13_cluster_AspOK074cluster1|2f3ccd|1055-1368|1750|13_cluster_AspOK074cluster1-691-Item34-E_0,238
238:'13',T,'13',20@0.5;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|26e45e|1050-1362|4147|31_cluster_SluteocolorNRBC13826-1611-Item39-E_0,32_cluster_Ssilaceus-3|0da9d1|1050-1362|4274|32_cluster_Ssilaceus-1-1656-Item8-E_0
231:58,T,58,'13'@0.033;58,D,58,58@1:221,230
230:58,D,58,58@1;58,D,58,58@1:224,229
229:58,D,58,58@1;58,S,'56','12'@1:56_cluster_WAC06369|e01984|1083-1391|7564|56_cluster_WAC06369-2951-Item27-E_0,228
228:58,S,'56','12'@1;'12',T,'12','56'@1:12_cluster_ArifDSM43936-2|6da040|2858-3171|1556|12_cluster_ArifDSM43936-1-657-Item9-E_0,56_cluster_WAC06369|394215|3128-3441|7589|56_cluster_WAC06369-2952-Item39-E_0
224:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|5727-6044|1618|12_cluster_ArifDSM43936-1-659-Item17-E_0,56_cluster_WAC06369|3856d8|5703-6020|7551|56_cluster_WAC06369-2950-Item21-E_0
221:58,D,58,58@1;58,D,58,58@1:217,220
220:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|2702-3006|1602|12_cluster_ArifDSM43936-1-659-Item9-E_0,56_cluster_WAC06369|3856d8|2678-2982|7535|56_cluster_WAC06369-2950-Item13-E_0
217:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|4188-4492|1610|12_cluster_ArifDSM43936-1-659-Item13-E_0,56_cluster_WAC06369|3856d8|4164-4468|7543|56_cluster_WAC06369-2950-Item17-E_0
214:'47',T,'47',58@0.0031;'47',T,'47','10'@0.0062:210,213
213:'47',T,'47','10'@0.0062;'10',T,'04','10'@0.47:04_cluster_AazureaDSM43854|40c465|1083-1373|495|04_cluster_AazureaDSM43854-159-Item14-E_0,10_cluster_ArectNRRLB16090|9ee539|1012-1305|1318|10_cluster_ArectNRRLB16090-520-Item11-E_0
210:'47',T,'47','10'@0.0062;'47',T,'02','47'@0.0062:02_cluster_A47934|3c365b|1035-1326|169|02_cluster_A47934-65-Item19-E_0,209
209:'47',T,'02','47'@0.0062;'47',T,'47','39'@0.0031:205,208
208:'47',T,'47','39'@0.0031;'39',T,'39','60'@0.5:39_cluster_UK68597|e5e4cd|1040-1332|5118|39_cluster_UK68597-1912-Item16-E_0,60_cluster_AsubtropicusNRRLB24665|294514|1036-1329|8077|60_cluster_AsubtropicusNRRLB24665-3100-Item16-E_0
205:'47',T,'47','39'@0.0031;'47',T,'48','47'@0.0062:48_cluster_WAC1424cluster109|2a4bff|1038-1330|6334|48_cluster_WAC1424cluster109-2483-Item16-E_0,204
204:'47',T,'48','47'@0.0062;'47',T,84,'47'@0.0062:196,203
203:'47',T,84,'47'@0.0062;'47',T,'01','47'@0.48:199,202
202:'47',T,'01','47'@0.48;'47',T,'29','47'@0.97:29_cluster_pekiskomycin|61ac15|1050-1342|3829|29_cluster_pekiskomycin-1529-Item14-E_0,47_cluster_WAC1420|713508|1056-1349|6214|47_cluster_WAC1420-2418-Item14-E_0
199:'47',T,'01','47'@0.48;'01',T,'01','28'@0.5:01_cluster_A40926|2105e4|1036-1329|65|01_cluster_A40926-23-Item18-E_0,28_cluster_NcoxDSM45129|26d899|1034-1327|3735|28_cluster_NcoxDSM45129-1495-Item18-E_0
196:'47',T,84,'47'@0.0062;84,S,'03','04'@0.0062:174,195
195:84,S,'03','04'@0.0062;'04',T,'04',90@0.0031:07_cluster_AkerFH1893nogabecin|5b689a|1032-1321|901|07_cluster_AkerFH1893nogabecin-340-Item15-E_0,194
194:'04',T,'04',90@0.0031;90,T,90,76@0.2:180,193
193:90,T,90,76@0.2;76,T,65,76@0.5:187,192
192:76,T,65,76@0.5;76,S,'52','08'@0.9:52_cluster_WAC4182cluster089|6721ad|1025-1309|6996|52_cluster_WAC4182cluster089-2741-Item19-E_0,191
191:76,S,'52','08'@0.9;'08',T,'08','55'@0.95:08_cluster_AlurRistocetin|b5adf0|1028-1311|1049|08_cluster_AlurRistocetin-429-Item19-E_0,55_cluster_WAC05977|7779c3|1024-1304|7432|55_cluster_WAC05977-2904-Item14-E_0
187:76,T,65,76@0.5;65,S,'53',63@0.9:53_cluster_WAC4197cluster073|a35ef6|1024-1307|7181|53_cluster_WAC4197cluster073-2789-Item14-E_0,186
186:65,S,'53',63@0.9;63,T,'06',63@0.9:06_cluster_Ajap-Ristocetin|b7eff3|1024-1307|779|06_cluster_Ajap-Ristocetin-286-Item15-E_0,185
185:63,T,'06',63@0.9;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|1024-1307|3302|25_cluster_JPLW01000007-1283-Item15-E_0,27_cluster_KF882511-Ristocetin|f68926|1024-1307|3606|27_cluster_KF882511-Ristocetin-1416-Item15-E_0
180:90,T,90,76@0.2;90,S,'45',88@0.9:45_cluster_WAC1376cluster143|89a266|1028-1313|5901|45_cluster_WAC1376cluster143-2261-Item18-E_0,179
179:90,S,'45',88@0.9;88,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|1035-1320|5681|44_cluster_WAC1375-2129-Item14-E_0,46_cluster_WAC1416cluster068|d6e140|1032-1317|6092|46_cluster_WAC1416cluster068-2306-Item14-E_0
07_cluster_AkerFH1893nogabecin|5b689a|1032-1321|901|07_cluster_AkerFH1893nogabecin-340-Item15-E_0:'04',T,'04',90@0.0031;'04',TL,'04','07'@0.0062
174:84,S,'03','04'@0.0062;'03',T,'03',96@0.091:166,173
173:'03',T,'03',96@0.091;96,T,96,100@0.5:169,172
172:96,T,96,100@0.5;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|1036-1333|2401|18_cluster_Chloroeremomycin-1-961-Item14-E_0,26_cluster_KaridNRRLB16535chlor|2871d2|1036-1333|3461|26_cluster_KaridNRRLB16535chlor-1355-Item14-E_0
169:96,T,96,100@0.5;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|1036-1332|631|05_cluster_AbalhimycinaFH1894-231-Item14-E_0,14_cluster_Balhimycin|69cf6a|1036-1332|1844|14_cluster_Balhimycin-709-Item14-E_0
166:'03',T,'03',96@0.091;'03',T,'11','03'@0.29:11_cluster_AregGY080|ac6242|1036-1333|1501|11_cluster_AregGY080-602-Item15-E_0,165
165:'03',T,'11','03'@0.29;'03',T,'03',70@0.26:03_cluster_AalbaDSM44262|311e81|1036-1330|293|03_cluster_AalbaDSM44262-96-Item15-E_0,164
164:'03',T,'03',70@0.26;70,T,'09',70@0.52:09_cluster_AOHO0100074|ca1b25|1036-1333|1186|09_cluster_AOHO0100074-462-Item14-E_0,163
163:70,T,'09',70@0.52;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|1036-1329|5220|40_cluster_Vancomycin-1956-Item14-E_0,51_cluster_WAC4169cluster051|66fb6a|1036-1329|6868|51_cluster_WAC4169cluster051-2638-Item19-E_0
154:'47',T,106,'47'@0.93;106,S,'10',104@0.93:10_cluster_ArectNRRLB16090|91b351|1622-1904|1361|10_cluster_ArectNRRLB16090-519-Item6-E_0,153
153:106,S,'10',104@0.93;104,S,'60','39'@0.24:87,152
152:104,S,'60','39'@0.24;'39',T,11,'39'@0.0019:148,151
151:'39',T,11,'39'@0.0019;'39',T,'39','60'@0.29:39_cluster_UK68597|94efaf|1603-1899|5095|39_cluster_UK68597-1909-Item6-E_0,60_cluster_AsubtropicusNRRLB24665|9b0aff|1602-1898|8055|60_cluster_AsubtropicusNRRLB24665-3098-Item6-E_0
148:'39',T,11,'39'@0.0019;11,S,9,'29'@0.0038:02_cluster_A47934|cfe15e|1009-1299|156|02_cluster_A47934-64-Item13-E_0,147
147:11,S,9,'29'@0.0038;'29',T,'10','29'@0.011:10_cluster_ArectNRRLB16090|9ee539|2511-2803|1326|10_cluster_ArectNRRLB16090-520-Item15-E_0,146
146:'29',T,'10','29'@0.011;'29',T,'48','29'@0.032:48_cluster_WAC1424cluster109|2a4bff|2544-2847|6342|48_cluster_WAC1424cluster109-2483-Item12-E_0,145
145:'29',T,'48','29'@0.032;'29',T,'39','29'@0.03:93,144
144:'29',T,'39','29'@0.03;'29',T,'02','29'@0.13:02_cluster_A47934|3c365b|2530-2833|177|02_cluster_A47934-65-Item23-E_0,143
143:'29',T,'02','29'@0.13;'29',T,84,'29'@0.12:139,142
142:'29',T,84,'29'@0.12;'29',T,'29','47'@0.5:29_cluster_pekiskomycin|61ac15|2560-2863|3837|29_cluster_pekiskomycin-1529-Item18-E_0,47_cluster_WAC1420|713508|2567-2871|6222|47_cluster_WAC1420-2418-Item18-E_0
139:'29',T,84,'29'@0.12;84,T,'01',84@0.25:97,138
138:84,T,'01',84@0.25;84,S,'04','03'@1:120,137
137:84,S,'04','03'@1;'03',T,'03',100@1:133,136
136:'03',T,'03',100@1;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|2537-2840|2409|18_cluster_Chloroeremomycin-1-961-Item18-E_0,26_cluster_KaridNRRLB16535chlor|2871d2|2537-2840|3469|26_cluster_KaridNRRLB16535chlor-1355-Item18-E_0
133:'03',T,'03',100@1;'03',T,96,'03'@1:123,132
132:'03',T,96,'03'@1;'03',T,'03',70@0.25:03_cluster_AalbaDSM44262|311e81|2523-2812|301|03_cluster_AalbaDSM44262-96-Item19-E_0,131
131:'03',T,'03',70@0.25;70,T,'11',70@0.25:11_cluster_AregGY080|ac6242|2528-2827|1509|11_cluster_AregGY080-602-Item19-E_0,130
130:70,T,'11',70@0.25;70,T,'09',70@0.5:09_cluster_AOHO0100074|ca1b25|2529-2820|1194|09_cluster_AOHO0100074-462-Item18-E_0,129
129:70,T,'09',70@0.5;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|2525-2814|5228|40_cluster_Vancomycin-1956-Item18-E_0,51_cluster_WAC4169cluster051|66fb6a|2525-2814|6876|51_cluster_WAC4169cluster051-2638-Item15-E_0
123:'03',T,96,'03'@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|2537-2840|639|05_cluster_AbalhimycinaFH1894-231-Item18-E_0,14_cluster_Balhimycin|69cf6a|2537-2840|1852|14_cluster_Balhimycin-709-Item18-E_0
120:84,S,'04','03'@1;'04',T,72,'04'@1:07_cluster_AkerFH1893nogabecin|5b689a|2524-2828|909|07_cluster_AkerFH1893nogabecin-340-Item19-E_0,119
119:'04',T,72,'04'@1;'04',T,'04',90@1:04_cluster_AazureaDSM43854|40c465|2564-2868|503|04_cluster_AazureaDSM43854-159-Item18-E_0,118
118:'04',T,'04',90@1;90,S,88,'45'@1:102,117
117:90,S,88,'45'@1;'45',T,'55','45'@1:55_cluster_WAC05977|7779c3|2484-2775|7440|55_cluster_WAC05977-2904-Item18-E_0,116
116:'45',T,'55','45'@1;'45',T,'45',76@0.5:45_cluster_WAC1376cluster143|89a266|2496-2787|5909|45_cluster_WAC1376cluster143-2261-Item14-E_0,115
115:'45',T,'45',76@0.5;76,T,76,65@0.5:107,114
114:76,T,76,65@0.5;65,S,'53',63@1:53_cluster_WAC4197cluster073|a35ef6|2486-2776|7189|53_cluster_WAC4197cluster073-2789-Item18-E_0,113
113:65,S,'53',63@1;63,T,'06',63@1:06_cluster_Ajap-Ristocetin|b7eff3|2486-2777|787|06_cluster_Ajap-Ristocetin-286-Item19-E_0,112
112:63,T,'06',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|2486-2776|3310|25_cluster_JPLW01000007-1283-Item19-E_0,27_cluster_KF882511-Ristocetin|f68926|2486-2776|3614|27_cluster_KF882511-Ristocetin-1416-Item19-E_0
