1008:30,S,'42',28@1:42_cluster_WAC00631|c8684d|3971-4063|5477|42_cluster_WAC00631-2042-Item25-A_tyr-Item26-PCP_Fill_0,1007
1007:30,S,'42',28@1;28,S,27,24@1:3,1006
919:'69',D,'69','69'@1;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|89c115|897-981|9507|69_cluster_MchersinaDSM44151-3597-Item30-A_nrp-Item31-PCP_Fill_0,918
918:'69',D,'69','69'@1;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|60540f|3080-3162|9478|69_cluster_MchersinaDSM44151-3596-Item16-A_thr-Item17-PCP_Fill_0,69_cluster_MchersinaDSM44151|89c115|3026-3109|9519|69_cluster_MchersinaDSM44151-3597-Item36-A_thr-Item37-PCP_Fill_0
913:'69',T,'69','68'@0.12;'69',T,'69','67'@0.29:69_cluster_MchersinaDSM44151|89c115|6211-6294|9537|69_cluster_MchersinaDSM44151-3597-Item45-A_val-Item46-PCP_Fill_0,912
912:'69',T,'69','67'@0.29;'67',T,'69','67'@0.38:908,911
911:'67',T,'69','67'@0.38;'67',T,'67','69'@0.67:67_cluster_STLI053.cluster001|4e2fef|6937-7029|9112|67_cluster_STLI053.cluster001-3497-Item31-A_phe-Item32-PCP_Fill_0,69_cluster_MchersinaDSM44151|60540f|6830-6913|9500|69_cluster_MchersinaDSM44151-3596-Item27-A_phe-Item28-PCP_Fill_0
908:'67',T,'69','67'@0.38;'69',D,'69','69'@0.57:904,907
907:'69',D,'69','69'@0.57;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|60540f|927-1008|9466|69_cluster_MchersinaDSM44151-3596-Item10-A_hpg-Item11-PCP_Fill_0,69_cluster_MchersinaDSM44151|60540f|5203-5284|9490|69_cluster_MchersinaDSM44151-3596-Item22-A_hpg-Item23-PCP_Fill_0
904:'69',D,'69','69'@0.57;'69',T,'67','69'@0.19:900,903
903:'69',T,'67','69'@0.19;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|89c115|1966-2048|9513|69_cluster_MchersinaDSM44151-3597-Item33-A_hpg-Item34-PCP_Fill_0,69_cluster_MchersinaDSM44151|89c115|8346-8432|9549|69_cluster_MchersinaDSM44151-3597-Item51-A_hpg-Item52-PCP_Fill_0
900:'69',T,'67','69'@0.19;'67',T,'69','67'@0.62:69_cluster_MchersinaDSM44151|60540f|4147-4228|9484|69_cluster_MchersinaDSM44151-3596-Item19-A_hpg-Item20-PCP_Fill_0,899
899:'67',T,'69','67'@0.62;'67',T,'69','67'@0.81:69_cluster_MchersinaDSM44151|89c115|4082-4162|9525|69_cluster_MchersinaDSM44151-3597-Item39-A_nrp-Item40-PCP_Fill_0,67_cluster_STLI053.cluster001|3a97f0|886-966|9065|67_cluster_STLI053.cluster001-3496-Item8-A_asp-Item9-PCP_Fill_0
893:'49',T,'68','49'@0.081;'68',T,'49','68'@0.35:49_cluster_WAC1438rc4d|da5867|7330-7438|6512|49_cluster_WAC1438rc4d-2520-Item23-A_hpg-Item24-PCP_Fill_0,892
892:'68',T,'49','68'@0.35;'68',T,'68','49'@0.27:854,891
891:'68',T,'68','49'@0.27;'49',T,'69','49'@0.22:857,890
890:'49',T,'69','49'@0.22;'49',D,'49','49'@1:866,889
889:'49',D,'49','49'@1;'49',D,'49','49'@1:883,888
888:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|4096-4181|6463|49_cluster_WAC1438rc4d-2521-Item47-A_asp-Item48-PCP_Fill_0,887
887:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|912-995|6546|49_cluster_WAC1438rc4d-2522-Item53-A_asn-Item54-PCP_Fill_0,49_cluster_WAC1438rc4d|da5867|1954-2039|6482|49_cluster_WAC1438rc4d-2520-Item8-A_ser-Item9-PCP_Fill_0
883:'49',D,'49','49'@1;'49',D,'49','49'@1:877,882
882:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|1972-2055|6451|49_cluster_WAC1438rc4d-2521-Item41-A_nrp-Item42-PCP_Fill_0,881
881:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|4093-4171|6494|49_cluster_WAC1438rc4d-2520-Item14-A_asp-Item15-PCP_Fill_0,49_cluster_WAC1438rc4d|da5867|9466-9544|6524|49_cluster_WAC1438rc4d-2520-Item29-A_asp-Item30-PCP_Fill_0
877:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|3056-3139|6558|49_cluster_WAC1438rc4d-2522-Item59-A_hpg-Item60-PCP_Fill_0,876
876:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|3025-3105|6488|49_cluster_WAC1438rc4d-2520-Item11-A_nrp-Item12-PCP_Fill_0,875
875:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|893-973|6445|49_cluster_WAC1438rc4d-2521-Item38-A_hpg-Item39-PCP_Fill_0,874
874:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|10532-10612|6530|49_cluster_WAC1438rc4d-2520-Item32-A_hpg-Item33-PCP_Fill_0,873
873:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|3046-3126|6457|49_cluster_WAC1438rc4d-2521-Item44-A_nrp-Item45-PCP_Fill_0,49_cluster_WAC1438rc4d|da5867|8413-8493|6518|49_cluster_WAC1438rc4d-2520-Item26-A_hpg-Item27-PCP_Fill_0
866:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|4110-4193|6564|49_cluster_WAC1438rc4d-2522-Item62-A_nrp-Item63-PCP_Fill_0,865
865:'49',D,'49','49'@1;'49',D,'49','49'@1:861,864
864:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|6248-6333|6576|49_cluster_WAC1438rc4d-2522-Item68-A_nrp-Item69-PCP_Fill_0,49_cluster_WAC1438rc4d|f4aa9d|5183-5267|6570|49_cluster_WAC1438rc4d-2522-Item65-A_phe-Item66-PCP_Fill_0
861:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|5172-5273|6500|49_cluster_WAC1438rc4d-2520-Item17-A_nrp-Item18-PCP_Fill_0,49_cluster_WAC1438rc4d|f4aa9d|1999-2082|6552|49_cluster_WAC1438rc4d-2522-Item56-A_ser-Item57-PCP_Fill_0
857:'49',T,'69','49'@0.22;'69',T,'68','69'@0.56:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|1900-1984|9254|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item5-A_asp-Item6-PCP_Fill_0,69_cluster_MchersinaDSM44151|4931ca|1955-2040|9459|69_cluster_MchersinaDSM44151-3595-Item7-A_asn-Item8-PCP_Fill_0
854:'68',T,'68','49'@0.27;'68',T,'68','49'@0.38:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|860-934|9248|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item2-A_no_call-Item3-PCP_Fill_0,853
853:'68',T,'68','49'@0.38;'49',T,'49','68'@0.62:49_cluster_WAC1438rc4d|da5867|11600-11685|6536|49_cluster_WAC1438rc4d-2520-Item35-A_ser-Item36-PCP_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|8075-8150|9312|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item32-A_no_call-Item33-PCP_Fill_0
848:55,S,53,'68'@0.97;53,T,53,22@0.95:820,847
847:53,T,53,22@0.95;22,S,14,21@1:823,846
846:22,S,14,21@1;21,S,17,20@1:826,845
845:21,S,17,20@1;20,T,'13',20@1:13_cluster_AspOK074cluster1|ff28ca|2441-2522|1719|13_cluster_AspOK074cluster1-690-Item23-A_tyr-Item24-PCP_Fill_0,844
844:20,T,'13',20@1;20,T,20,'13'@0.5:838,843
843:20,T,20,'13'@0.5;'13',T,'13','50'@0.5:13_cluster_AspOK074cluster1|c390a6|277-357|1700|13_cluster_AspOK074cluster1-689-Item14-A_hpg-Item15-PCP_Fill_0,842
842:'13',T,'13','50'@0.5;'50',D,'50','50'@1:50_cluster_WAC01529|876399|896-977|6672|50_cluster_WAC01529-2566-Item14-A_hpg-Item15-PCP_Fill_0,50_cluster_WAC01529|9b5162|909-990|6685|50_cluster_WAC01529-2567-Item20-A_hpg-Item21-PCP_Fill_0
838:20,T,20,'13'@0.5;20,D,20,20@1:834,837
837:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|a43e36|877-958|4101|31_cluster_SluteocolorNRBC13826-1609-Item18-A_hpg-Item19-PCP_Fill_0,32_cluster_Ssilaceus-2|ed2ead|443-524|4232|32_cluster_Ssilaceus-1-1653-Item1-A_hpg-Item2-PCP_Fill_0
834:20,D,20,20@1;20,D,20,20@1:830,833
833:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|884-965|4114|31_cluster_SluteocolorNRBC13826-1610-Item24-A_hpg-Item25-PCP_Fill_0,32_cluster_Ssilaceus-2|cb43ed|884-965|4245|32_cluster_Ssilaceus-1-1654-Item7-A_hpg-Item8-PCP_Fill_0
830:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|2436-2517|4122|31_cluster_SluteocolorNRBC13826-1610-Item28-A_tyr-Item29-PCP_Fill_0,32_cluster_Ssilaceus-2|cb43ed|2436-2517|4253|32_cluster_Ssilaceus-1-1654-Item11-A_tyr-Item12-PCP_Fill_0
826:21,S,17,20@1;17,S,'50','35'@1:50_cluster_WAC01529|9b5162|2473-2554|6693|50_cluster_WAC01529-2567-Item24-A_tyr-Item25-PCP_Fill_0,35_cluster_SspNRRLS1521-3|3cb15a|1378-1460|4668|35_cluster_SspNRRLS1521-1-1759-Item3-A_tyr-Item4-PCP_Fill_0
823:22,S,14,21@1;14,S,12,'13'@0.33:13_cluster_AspOK074cluster1|480669|359-440|1768|13_cluster_AspOK074cluster1-686-Item4-A_hpg-Item5-PCP_Fill_0,13_cluster_AspOK074cluster1|ff28ca|889-970|1711|13_cluster_AspOK074cluster1-690-Item19-A_hpg-Item20-PCP_Fill_0
13_cluster_AspOK074cluster1|480669|359-440|1768|13_cluster_AspOK074cluster1-686-Item4-A_hpg-Item5-PCP_Fill_0:14,S,12,'13'@0.33;12,TL,12,'13'@0.33
820:53,T,53,22@0.95;53,T,22,53@0.64:558,819
819:53,T,22,53@0.64;53,S,'28',51@1:567,818
818:53,S,'28',51@1;51,S,'48',49@1:630,817
817:51,S,'48',49@1;49,S,'71','01'@1:755,816
816:49,S,'71','01'@1;'01',T,72,'01'@0.25:07_cluster_AkerFH1893nogabecin|13612f|880-954|889|07_cluster_AkerFH1893nogabecin-339-Item9-A_phe-Item10-PCP_Fill_0,815
815:'01',T,72,'01'@0.25;'01',T,'03','01'@0.064:777,814
814:'01',T,'03','01'@0.064;'01',T,'04','01'@0.062:804,813
813:'01',T,'04','01'@0.062;'01',T,'02','01'@0.95:02_cluster_A47934|cfe15e|856-930|153|02_cluster_A47934-64-Item11-A_dpg-Item12-PCP_Fill_0,812
812:'01',T,'02','01'@0.95;'01',T,'28','01'@0.97:808,811
811:'01',T,'28','01'@0.97;'01',D,'01','01'@1:01_cluster_A40926|b69bf0|858-932|97|01_cluster_A40926-13-Item6-A_dpg-Item5-PCP_Fill_0,01_cluster_A40926|3799f5|1455-1529|108|01_cluster_A40926-14-Item10-A_tyr-Item9-PCP_Fill_0
808:'01',T,'28','01'@0.97;'28',D,'28','28'@1:28_cluster_NcoxDSM45129|12d4f1|1450-1524|3703|28_cluster_NcoxDSM45129-1493-Item7-A_tyr-Item8-PCP_Fill_0,28_cluster_NcoxDSM45129|4a58b3|878-952|3714|28_cluster_NcoxDSM45129-1494-Item12-A_dhpg-Item13-PCP_Fill_0
804:'01',T,'04','01'@0.062;'04',T,'48','04'@0.084:796,803
803:'04',T,'48','04'@0.084;'04',T,'04',90@0.19:04_cluster_AazureaDSM43854|058076|879-953|483|04_cluster_AazureaDSM43854-158-Item8-A_dhpg-Item9-PCP_Fill_0,802
802:'04',T,'04',90@0.19;90,S,'45',88@0.31:45_cluster_WAC1376cluster143|6396c3|857-931|5871|45_cluster_WAC1376cluster143-2262-Item24-A_dhpg-Item23-PCP_Fill_0,801
801:90,S,'45',88@0.31;88,S,'44','46'@1:44_cluster_WAC1375|86eb70|853-927|5669|44_cluster_WAC1375-2128-Item8-A_dpg-Item9-PCP_Fill_0,46_cluster_WAC1416cluster068|4017ae|857-931|6080|46_cluster_WAC1416cluster068-2305-Item8-A_dhpg-Item9-PCP_Fill_0
796:'04',T,'48','04'@0.084;'48',T,'48',65@0.28:48_cluster_WAC1424cluster109|3f00df|857-931|6366|48_cluster_WAC1424cluster109-2484-Item23-A_dhpg-Item22-PCP_Fill_0,795
795:'48',T,'48',65@0.28;65,T,65,'39'@0.22:791,794
794:65,T,65,'39'@0.22;'39',T,'39','60'@0.5:39_cluster_UK68597|b35ee4|879-953|5101|39_cluster_UK68597-1910-Item8-A_dpg-Item9-PCP_Fill_0,60_cluster_AsubtropicusNRRLB24665|33354c|881-955|8063|60_cluster_AsubtropicusNRRLB24665-3099-Item9-A_dhpg-Item10-PCP_Fill_0
791:65,T,65,'39'@0.22;65,S,63,'53'@1:781,790
790:65,S,63,'53'@1;'53',T,'53','06'@0.5:53_cluster_WAC4197cluster073|41ac20|852-926|7216|53_cluster_WAC4197cluster073-2788-Item8-A_dhpg-Item9-PCP_Fill_0,789
789:'53',T,'53','06'@0.5;'06',T,'06','55'@0.25:06_cluster_Ajap-Ristocetin|276c55|871-945|767|06_cluster_Ajap-Ristocetin-285-Item9-A_dpg-Item10-PCP_Fill_0,788
788:'06',T,'06','55'@0.25;'55',T,'55','08'@0.25:55_cluster_WAC05977|95f0b5|846-920|7464|55_cluster_WAC05977-2903-Item8-A_dhpg-Item9-PCP_Fill_0,787
787:'55',T,'55','08'@0.25;'08',T,'08','52'@0.5:08_cluster_AlurRistocetin|abf26e|846-920|1016|08_cluster_AlurRistocetin-430-Item25-A_dpg-Item24-PCP_Fill_0,52_cluster_WAC4182cluster089|c61315|870-944|7061|52_cluster_WAC4182cluster089-2742-Item25-A_dhpg-Item24-PCP_Fill_0
781:65,S,63,'53'@1;63,S,'25','27'@1:25_cluster_JPLW01000007|e2e0bc|871-945|3290|25_cluster_JPLW01000007-1282-Item9-A_dpg-Item10-PCP_Fill_0,27_cluster_KF882511-Ristocetin|e2e0bc|871-945|3594|27_cluster_KF882511-Ristocetin-1415-Item9-A_dpg-Item10-PCP_Fill_0
777:'01',T,'03','01'@0.064;'03',T,'03','29'@0.15:773,776
776:'03',T,'03','29'@0.15;'29',T,'29','47'@0.5:29_cluster_pekiskomycin|cb4f2e|1283-1363|3817|29_cluster_pekiskomycin-1527-Item8-A_leu-Item9-PCP_Fill_0,47_cluster_WAC1420|6cb684|2957-3037|6271|47_cluster_WAC1420-2415-Item8-A_leu-Item9-PCP_Fill_0
773:'03',T,'03','29'@0.15;'03',T,'03',96@0.13:03_cluster_AalbaDSM44262|b89e0c|2945-3025|358|03_cluster_AalbaDSM44262-95-Item8-A_asn-Item9-PCP_Fill_0,772
772:'03',T,'03',96@0.13;96,T,96,'11'@0.13:764,771
771:96,T,96,'11'@0.13;'11',T,'11','09'@0.25:11_cluster_AregGY080|d0f836|2971-3051|1472|11_cluster_AregGY080-601-Item8-A_asn-Item9-PCP_Fill_0,770
770:'11',T,'11','09'@0.25;'09',T,'09',70@0.5:09_cluster_AOHO0100074|5a50ae|2965-3045|1218|09_cluster_AOHO0100074-461-Item8-A_asn-Item9-PCP_Fill_0,769
769:'09',T,'09',70@0.5;70,S,'51','40'@1:51_cluster_WAC4169cluster051|ba280c|2968-3048|6829|51_cluster_WAC4169cluster051-2640-Item25-A_asn-Item24-PCP_Fill_0,40_cluster_Vancomycin|b91546|2966-3046|5209|40_cluster_Vancomycin-1955-Item8-A_asn-Item9-PCP_Fill_0
764:96,T,96,'11'@0.13;96,T,100,96@0.5:760,763
763:96,T,100,96@0.5;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|2971-3051|619|05_cluster_AbalhimycinaFH1894-230-Item8-A_asn-Item9-PCP_Fill_0,14_cluster_Balhimycin|c600a7|2971-3051|1889|14_cluster_Balhimycin-708-Item8-A_asn-Item9-PCP_Fill_0
760:96,T,100,96@0.5;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|2972-3052|2389|18_cluster_Chloroeremomycin-1-960-Item8-A_asn-Item9-PCP_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|2972-3052|3449|26_cluster_KaridNRRLB16535chlor-1354-Item8-A_asn-Item9-PCP_Fill_0
07_cluster_AkerFH1893nogabecin|13612f|880-954|889|07_cluster_AkerFH1893nogabecin-339-Item9-A_phe-Item10-PCP_Fill_0:'01',T,72,'01'@0.25;72,SL,70,'07'@0.25
755:49,S,'71','01'@1;'71',T,'71','10'@0.45:691,754
754:'71',T,'71','10'@0.45;'10',T,73,'10'@0.25:748,753
753:'10',T,73,'10'@0.25;'10',D,'10','10'@1:10_cluster_ArectNRRLB16090|9ee539|860-932|1315|10_cluster_ArectNRRLB16090-520-Item9-A_hpg-Item10-PCP_Fill_0,752
752:'10',D,'10','10'@1;'10',D,'10','10'@1:10_cluster_ArectNRRLB16090|9ee539|2360-2432|1323|10_cluster_ArectNRRLB16090-520-Item13-A_hpg-Item14-PCP_Fill_0,10_cluster_ArectNRRLB16090|91b351|424-495|1352|10_cluster_ArectNRRLB16090-519-Item1-A_hpg-Item2-PCP_Fill_0
